city,user_id,user_type,base_cluster,amplitude,phase_base_hours,temp_group,temp_phase,event_type,event_start_day,tou_response_strength
City-B,358,mixed,2,1.248862,-0.204799,1,3.084358,EV,211,0.550000
City-B,359,commercial,1,0.840548,-0.192884,1,1.901472,,-1,0.750000
City-B,360,commercial,2,0.859281,-0.350039,0,1.816835,,-1,0.750000
City-B,361,commercial,6,1.013679,0.481048,2,5.066195,,-1,0.750000
City-B,362,commercial,3,1.559222,-1.356188,2,4.116158,,-1,0.750000
City-B,363,mixed,3,0.660530,-0.021005,0,5.377526,,-1,0.550000
City-B,364,mixed,3,0.518591,0.381787,1,3.182957,,-1,0.550000
City-B,365,commercial,4,1.020582,-0.184638,2,5.456077,,-1,0.750000
City-B,366,residential,4,0.774448,-0.612494,1,1.595616,,-1,0.180000
City-B,367,commercial,4,0.776140,0.485800,1,2.047771,,-1,0.750000
City-B,368,commercial,7,1.081658,-0.197614,2,5.146692,,-1,0.750000
City-B,369,commercial,7,0.866582,-0.234316,0,4.733969,,-1,0.750000
City-B,370,commercial,3,1.774899,0.498593,1,1.609904,,-1,0.750000
City-B,371,mixed,0,1.314610,0.339187,1,1.910869,,-1,0.550000
City-B,372,commercial,5,1.079456,0.144656,2,0.183618,,-1,0.750000
City-B,373,commercial,3,0.608935,-0.070406,0,5.033322,,-1,0.750000
City-B,374,commercial,2,1.433642,-0.071894,2,3.189225,,-1,0.750000
City-B,375,commercial,3,0.808014,-0.342021,1,2.614613,,-1,0.750000
City-B,376,commercial,2,1.134536,0.422882,0,0.362297,EV,210,0.750000
City-B,377,commercial,2,1.152806,-0.040214,2,5.872222,,-1,0.750000
City-B,378,commercial,4,1.424839,-0.212607,1,4.556557,,-1,0.750000
City-B,379,residential,2,1.832478,0.171906,2,5.684878,,-1,0.180000
City-B,380,commercial,0,0.648839,0.509887,1,1.138539,,-1,0.750000
City-B,381,commercial,0,2.279366,0.050241,1,3.913611,,-1,0.750000
City-B,382,commercial,3,1.094475,-0.022031,2,2.659384,,-1,0.750000
City-B,383,residential,7,1.211358,0.165809,2,0.649166,,-1,0.180000
City-B,384,commercial,3,0.779451,0.179961,1,2.581201,SHOCK,166,0.750000
City-B,385,commercial,3,0.714716,0.900942,2,4.099774,,-1,0.750000
City-B,386,residential,2,1.679730,0.364485,1,1.432809,,-1,0.180000
City-B,387,commercial,2,0.914912,0.267058,1,5.109989,PV,175,0.750000
City-B,388,commercial,5,0.628879,0.391056,1,3.581540,SHOCK,179,0.750000
City-B,389,commercial,2,0.807157,-0.109659,2,2.429904,,-1,0.750000
City-B,390,residential,2,0.759476,-0.055575,1,2.700422,,-1,0.180000
City-B,391,mixed,4,1.120517,-0.161197,1,5.042774,,-1,0.550000
City-B,392,commercial,7,1.170799,0.313452,2,2.133006,,-1,0.750000
City-B,393,commercial,1,2.299711,0.865703,0,5.768439,,-1,0.750000
City-B,394,commercial,2,0.746417,0.062065,2,5.467978,,-1,0.750000
City-B,395,mixed,2,0.931700,0.373493,1,3.068465,,-1,0.550000
City-B,396,commercial,7,1.006251,0.177373,0,1.090070,,-1,0.750000
City-B,397,commercial,4,1.435795,0.214259,0,0.384657,,-1,0.750000
City-B,398,commercial,4,0.579811,0.296408,2,1.639636,,-1,0.750000
City-B,399,commercial,4,1.537470,0.536328,2,4.618316,,-1,0.750000
City-B,400,commercial,0,1.742697,0.896292,0,0.659421,,-1,0.750000
City-B,401,commercial,2,0.630032,0.057949,1,5.369610,,-1,0.750000
City-B,402,commercial,4,1.058731,-0.188679,0,0.185449,SHOCK,72,0.750000
City-B,403,commercial,1,1.533479,0.351151,0,3.648488,,-1,0.750000
City-B,404,residential,5,0.856532,-0.176247,2,2.296802,,-1,0.180000
City-B,405,mixed,3,0.600026,-0.148358,0,1.976386,,-1,0.550000
City-B,406,commercial,2,0.902042,0.050101,2,3.573432,,-1,0.750000
City-B,407,commercial,5,0.879016,0.038820,0,4.420578,,-1,0.750000
City-B,408,commercial,4,1.424871,0.464156,2,1.036583,,-1,0.750000
City-B,409,mixed,5,0.791186,0.401233,1,2.978175,,-1,0.550000
City-B,410,residential,0,1.427361,-0.095714,2,3.478687,,-1,0.180000
City-B,411,residential,3,0.716147,-0.869974,1,3.764686,,-1,0.180000
City-B,412,commercial,5,0.699839,-0.087433,1,2.187836,,-1,0.750000
City-B,413,commercial,3,1.481408,0.279744,0,5.739690,,-1,0.750000
City-B,414,residential,1,0.935496,-0.059444,2,4.319308,,-1,0.180000
City-B,415,commercial,5,0.836467,0.318456,2,3.842709,,-1,0.750000
City-B,416,commercial,2,0.929934,-0.093138,0,1.129305,,-1,0.750000
City-B,417,commercial,4,1.369978,0.410809,2,2.123649,,-1,0.750000
City-B,418,residential,7,1.349813,-0.172632,1,5.846990,EV,231,0.180000
City-B,419,residential,4,1.371727,-0.089439,2,5.761381,,-1,0.180000
City-B,420,commercial,2,0.660510,-0.058729,2,3.370557,,-1,0.750000
City-B,421,commercial,5,0.893641,0.366271,0,5.266641,,-1,0.750000
City-B,422,commercial,2,0.634652,0.462489,0,3.135218,EV,199,0.750000
City-B,423,residential,2,0.658042,-1.024478,0,5.061807,,-1,0.180000
City-B,424,commercial,4,0.607491,0.043766,2,2.604914,,-1,0.750000
City-B,425,commercial,3,0.535913,-0.702627,0,2.365546,,-1,0.750000
City-B,426,residential,2,0.995359,0.261890,1,4.315208,,-1,0.180000
City-B,427,commercial,3,0.786907,0.585284,1,5.832525,,-1,0.750000
City-B,428,commercial,4,1.176534,0.406802,2,6.140933,,-1,0.750000
City-B,429,commercial,5,0.987128,-0.148354,1,5.427454,,-1,0.750000
City-B,430,commercial,2,2.263367,-0.016149,0,3.856934,,-1,0.750000
City-B,431,commercial,1,0.948282,-0.286196,1,2.541379,,-1,0.750000
City-B,432,commercial,4,0.557743,0.282405,2,0.283874,,-1,0.750000
City-B,433,commercial,6,1.195713,0.099878,1,4.134561,,-1,0.750000
City-B,434,commercial,3,0.721413,-0.073972,0,0.442046,,-1,0.750000
City-B,435,commercial,3,0.780880,0.158081,2,5.424580,,-1,0.750000
City-B,436,commercial,2,0.641236,-0.516175,2,5.600225,,-1,0.750000
City-B,437,commercial,2,1.300633,-0.326692,0,3.709033,,-1,0.750000
City-B,438,commercial,3,1.037571,0.336679,1,3.023099,,-1,0.750000
City-B,439,commercial,0,2.255242,0.727777,1,4.318685,,-1,0.750000
City-B,440,residential,3,1.052946,0.060279,2,3.554523,,-1,0.180000
City-B,441,commercial,6,0.813893,-0.613939,2,2.017196,,-1,0.750000
City-B,442,commercial,2,1.307497,-0.485441,2,1.705789,,-1,0.750000
City-B,443,commercial,2,1.054049,0.379312,2,0.935080,,-1,0.750000
City-B,444,commercial,2,0.879592,0.292831,2,1.942451,,-1,0.750000
City-B,445,commercial,5,0.493561,-0.418022,1,2.973353,,-1,0.750000
City-B,446,commercial,3,1.799583,0.014095,2,3.305690,,-1,0.750000
City-B,447,commercial,0,0.866207,-0.074224,2,1.011779,,-1,0.750000
City-B,448,commercial,7,0.944120,0.945130,0,2.960352,,-1,0.750000
City-B,449,commercial,4,0.748950,-0.536796,2,4.617739,,-1,0.750000
City-B,450,mixed,2,0.767366,-0.405195,0,2.388924,,-1,0.550000
City-B,451,mixed,4,1.025535,0.180951,0,2.148580,,-1,0.550000
City-B,452,commercial,3,0.665711,-0.603237,0,1.828599,,-1,0.750000
City-B,453,residential,3,0.984825,0.539686,2,0.131988,,-1,0.180000
City-B,454,commercial,7,1.069226,0.348550,1,4.472890,,-1,0.750000
City-B,455,mixed,6,0.968652,-0.022203,0,4.802975,,-1,0.550000
City-B,456,residential,4,1.085900,-0.037727,2,1.057472,,-1,0.180000
City-B,457,commercial,5,0.888148,-0.886779,2,5.635334,,-1,0.750000
City-B,458,commercial,6,0.599932,0.223913,0,1.313918,,-1,0.750000
City-B,459,commercial,2,0.989023,-0.125715,0,5.176608,,-1,0.750000
City-B,460,mixed,3,0.822878,-0.525050,0,0.291832,,-1,0.550000
City-B,461,commercial,7,0.531225,-0.304027,2,0.459475,,-1,0.750000
City-B,462,mixed,5,0.934014,-0.294804,1,5.796998,,-1,0.550000
City-B,463,commercial,3,0.958461,0.217995,1,5.146064,,-1,0.750000
City-B,464,commercial,3,0.728342,-0.090929,0,4.334950,,-1,0.750000
City-B,465,commercial,3,0.690453,0.542866,0,5.056146,,-1,0.750000
City-B,466,residential,2,1.143724,-0.567718,2,3.118956,,-1,0.180000
City-B,467,commercial,2,0.711766,0.318256,1,2.563979,,-1,0.750000
City-B,468,commercial,3,0.600781,-0.173670,1,1.473257,,-1,0.750000
City-B,469,mixed,3,0.937188,-0.399850,1,3.595555,,-1,0.550000
City-B,470,residential,2,1.994319,0.160918,2,4.264001,,-1,0.180000
City-B,471,commercial,3,0.487522,0.315597,2,5.649198,PV,101,0.750000
City-B,472,commercial,3,1.328002,-0.821320,0,0.779630,,-1,0.750000
City-B,473,commercial,4,0.771547,0.419507,1,5.401310,,-1,0.750000
City-B,474,residential,4,0.905681,0.067262,0,5.069453,,-1,0.180000
City-B,475,commercial,0,0.443966,0.166891,0,0.144645,,-1,0.750000
City-B,476,residential,2,0.823994,0.367718,0,2.966380,SHOCK,270,0.180000
City-B,477,commercial,5,1.048370,-0.469723,2,5.548221,,-1,0.750000
City-B,478,commercial,2,0.482913,-0.805534,0,2.459205,,-1,0.750000
City-B,479,commercial,5,0.931138,-0.250275,0,0.717689,,-1,0.750000
City-B,480,residential,2,0.402457,-0.178891,1,3.955026,,-1,0.180000
City-B,481,commercial,5,1.145413,0.001116,2,0.158330,SHOCK,160,0.750000
City-B,482,residential,3,0.987686,-0.307345,2,1.680137,,-1,0.180000
City-B,483,commercial,4,1.137323,-0.015405,0,2.704468,,-1,0.750000
City-B,484,commercial,3,1.060747,-0.468125,2,0.632076,,-1,0.750000
City-B,485,commercial,4,0.802838,0.325386,1,1.184785,,-1,0.750000
City-B,486,commercial,4,1.076743,-0.050756,0,1.458017,SHOCK,318,0.750000
City-B,487,mixed,3,0.973403,0.035533,2,2.122394,,-1,0.550000
City-B,488,commercial,6,0.845090,0.632206,1,0.167767,,-1,0.750000
City-B,489,commercial,2,1.138116,-0.204929,0,2.325524,EV,77,0.750000
City-B,490,commercial,4,0.876564,-0.133533,1,2.322142,,-1,0.750000
City-B,491,commercial,4,1.500045,0.644123,1,4.671587,EV,150,0.750000
City-B,492,mixed,4,1.101785,-0.179351,2,1.108578,SHOCK,85,0.550000
City-B,493,commercial,3,1.598370,0.509949,2,5.420375,,-1,0.750000
City-B,494,residential,3,0.723219,0.018053,1,5.171680,,-1,0.180000
City-B,495,mixed,5,0.924816,-0.189893,1,5.210196,,-1,0.550000
City-B,496,commercial,2,0.728892,-0.462097,0,2.432178,,-1,0.750000
City-B,497,commercial,4,0.725749,0.118996,1,2.640506,,-1,0.750000
City-B,498,commercial,3,1.203921,-0.272000,0,4.610803,,-1,0.750000
City-B,499,commercial,2,1.440648,-0.800121,2,0.366122,,-1,0.750000
