city,user_id,user_type,base_cluster,amplitude,phase_base_hours,temp_group,temp_phase,event_type,event_start_day,tou_response_strength
City-C,360,residential,4,1.230233,0.784260,1,4.161753,SHOCK,67,0.220000
City-C,361,residential,4,1.046349,1.142859,1,5.992830,,-1,0.220000
City-C,362,commercial,0,0.794942,-0.165143,1,2.013087,,-1,0.600000
City-C,363,mixed,4,0.797978,-0.119612,0,0.121434,,-1,0.500000
City-C,364,mixed,1,2.164105,0.625798,0,5.076307,,-1,0.500000
City-C,365,residential,4,0.989755,-0.589302,0,0.557988,,-1,0.220000
City-C,366,residential,0,0.963497,1.269031,1,2.738718,EV,106,0.220000
City-C,367,commercial,0,1.610122,-0.254797,2,2.107247,,-1,0.600000
City-C,368,commercial,5,0.669251,-0.001634,1,2.335861,EV,237,0.600000
City-C,369,residential,0,1.778642,0.142709,0,3.463495,,-1,0.220000
City-C,370,commercial,7,0.802423,0.838655,0,2.306990,,-1,0.600000
City-C,371,commercial,7,0.889175,1.779272,0,2.114135,,-1,0.600000
City-C,372,commercial,3,1.242467,-0.076672,2,2.482489,,-1,0.600000
City-C,373,mixed,7,0.698776,0.656940,2,0.049241,,-1,0.500000
City-C,374,mixed,6,1.231967,-0.483111,0,4.863927,PV,208,0.500000
City-C,375,residential,7,1.091597,0.637276,0,3.513083,PV,169,0.220000
City-C,376,commercial,0,0.657150,-0.142925,0,5.410975,PV,146,0.600000
City-C,377,residential,3,1.065080,-0.853553,0,5.653630,,-1,0.220000
City-C,378,commercial,4,1.063318,-1.633733,0,4.171007,,-1,0.600000
City-C,379,residential,2,1.531914,-0.922685,0,2.159068,,-1,0.220000
City-C,380,commercial,3,1.517553,-0.420112,2,4.702885,,-1,0.600000
City-C,381,residential,1,0.817896,-0.373354,0,1.589181,,-1,0.220000
City-C,382,residential,3,0.703717,-0.693176,2,4.869800,,-1,0.220000
City-C,383,mixed,3,0.923382,0.212637,2,5.326698,,-1,0.500000
City-C,384,residential,2,1.120879,-1.091093,1,0.452478,,-1,0.220000
City-C,385,residential,7,0.977041,0.029837,2,1.900294,,-1,0.220000
City-C,386,residential,5,1.426829,-0.517253,0,3.090988,PV,44,0.220000
City-C,387,residential,7,0.461434,0.753230,1,3.034505,,-1,0.220000
City-C,388,residential,3,0.632546,-0.605329,1,5.924479,,-1,0.220000
City-C,389,residential,2,0.592199,0.336954,2,3.708641,SHOCK,328,0.220000
City-C,390,commercial,4,0.918235,0.229994,0,1.828852,,-1,0.600000
City-C,391,mixed,1,0.878498,-0.245299,2,5.957420,SHOCK,134,0.500000
City-C,392,residential,4,1.040220,0.850722,2,4.869937,,-1,0.220000
City-C,393,residential,0,0.989922,-0.179923,0,5.711716,PV,59,0.220000
City-C,394,residential,2,1.458614,0.498837,2,3.303944,PV,101,0.220000
City-C,395,residential,4,0.665146,-0.141041,0,3.717680,,-1,0.220000
City-C,396,commercial,0,1.028232,-0.491732,0,3.869567,,-1,0.600000
City-C,397,residential,4,1.083122,0.472328,2,3.839025,,-1,0.220000
City-C,398,commercial,5,1.058289,-0.566915,2,6.203928,,-1,0.600000
City-C,399,mixed,0,1.373495,-0.112795,2,4.077871,SHOCK,166,0.500000
City-C,400,residential,4,1.082799,-0.234783,2,3.762282,,-1,0.220000
City-C,401,commercial,6,0.607269,-0.401932,2,4.642721,,-1,0.600000
City-C,402,residential,2,0.940166,0.361738,2,4.792028,EV,251,0.220000
City-C,403,commercial,3,1.402649,1.000240,1,1.645272,,-1,0.600000
City-C,404,commercial,2,0.875207,0.489281,2,3.482083,,-1,0.600000
City-C,405,residential,6,1.065588,0.227061,0,2.784263,,-1,0.220000
City-C,406,commercial,3,0.912748,-0.787411,2,1.228897,SHOCK,76,0.600000
City-C,407,residential,4,1.343283,-0.728245,0,4.727546,,-1,0.220000
City-C,408,commercial,3,0.729697,-0.251402,1,5.373510,,-1,0.600000
City-C,409,commercial,0,0.761962,-0.706318,0,3.395164,EV,105,0.600000
City-C,410,commercial,0,1.789350,0.727992,2,0.086588,PV,202,0.600000
City-C,411,residential,1,0.774802,-0.765197,0,1.018537,,-1,0.220000
City-C,412,commercial,0,0.976399,0.389582,0,5.872432,SHOCK,246,0.600000
City-C,413,residential,3,0.903786,-0.251587,2,0.578173,EV,236,0.220000
City-C,414,residential,7,0.594613,-0.411719,1,3.766644,,-1,0.220000
City-C,415,residential,1,1.478598,0.248355,0,5.235340,PV,119,0.220000
City-C,416,mixed,3,1.093163,0.982403,1,4.721336,,-1,0.500000
City-C,417,residential,3,0.795761,-0.800798,2,3.697181,,-1,0.220000
City-C,418,commercial,3,0.795437,-1.439767,0,6.266303,,-1,0.600000
City-C,419,residential,1,1.129126,-0.043520,2,3.334619,PV,162,0.220000
City-C,420,commercial,3,1.020367,1.000597,1,0.927254,,-1,0.600000
City-C,421,residential,0,0.998153,-0.615831,0,2.668255,PV,93,0.220000
City-C,422,commercial,6,1.316222,-0.114186,0,5.778909,,-1,0.600000
City-C,423,commercial,7,0.673959,0.926723,0,4.507122,,-1,0.600000
City-C,424,residential,0,1.291412,1.672434,2,3.144651,,-1,0.220000
City-C,425,residential,6,1.301551,-0.113740,0,0.691945,,-1,0.220000
City-C,426,residential,7,0.756168,0.086333,1,5.882200,,-1,0.220000
City-C,427,residential,5,0.573317,-1.141804,1,3.305836,,-1,0.220000
City-C,428,residential,3,0.869360,0.365780,1,5.994943,EV,93,0.220000
City-C,429,residential,7,1.138547,-0.248028,0,5.845987,SHOCK,108,0.220000
City-C,430,mixed,5,1.189493,-0.390951,2,0.563729,PV,87,0.500000
City-C,431,residential,2,1.773535,0.420616,2,5.878480,,-1,0.220000
City-C,432,commercial,6,1.742790,-0.095552,1,1.171471,EV,99,0.600000
City-C,433,residential,6,0.713174,-1.716732,1,4.707115,,-1,0.220000
City-C,434,residential,2,1.086691,0.897170,1,0.782280,,-1,0.220000
City-C,435,mixed,6,1.767736,0.942234,2,5.116982,EV,143,0.500000
City-C,436,commercial,2,2.118486,-0.857905,2,4.199390,,-1,0.600000
City-C,437,mixed,7,0.671259,-1.206789,2,5.575357,SHOCK,270,0.500000
City-C,438,residential,6,1.147894,-0.188789,1,0.724974,,-1,0.220000
City-C,439,mixed,0,0.864274,-0.401398,1,2.578940,,-1,0.500000
City-C,440,residential,0,0.971086,0.676376,1,0.503401,,-1,0.220000
City-C,441,commercial,4,1.485474,0.153774,1,6.112461,,-1,0.600000
City-C,442,residential,2,0.943545,-1.282437,0,0.865101,,-1,0.220000
City-C,443,residential,6,0.707446,0.091124,2,5.161131,SHOCK,310,0.220000
City-C,444,commercial,6,0.709831,-0.172052,1,5.057070,,-1,0.600000
City-C,445,commercial,6,1.069467,0.158800,2,4.082462,,-1,0.600000
City-C,446,residential,3,0.787259,-0.466729,0,2.924436,,-1,0.220000
City-C,447,mixed,2,1.385485,0.153381,1,4.585882,,-1,0.500000
City-C,448,mixed,4,0.906196,1.156922,0,1.749687,,-1,0.500000
City-C,449,residential,3,1.351936,1.321305,1,3.741364,,-1,0.220000
City-C,450,residential,6,0.837030,0.442385,2,5.081197,EV,93,0.220000
City-C,451,commercial,3,1.321977,0.395440,1,0.071926,,-1,0.600000
City-C,452,residential,1,0.867775,-0.245427,1,5.648027,,-1,0.220000
City-C,453,residential,2,1.600304,0.076532,1,6.212418,,-1,0.220000
City-C,454,commercial,1,1.047039,-0.038525,1,5.760163,,-1,0.600000
City-C,455,commercial,2,1.013906,0.716667,2,2.557880,,-1,0.600000
City-C,456,mixed,3,1.209750,-1.701010,1,6.188686,,-1,0.500000
City-C,457,residential,1,1.506846,-0.962704,0,0.096879,,-1,0.220000
City-C,458,residential,3,0.957875,0.582386,1,2.683558,,-1,0.220000
City-C,459,commercial,5,0.650236,1.617571,0,1.311209,,-1,0.600000
City-C,460,commercial,1,1.009342,0.157143,0,0.476677,,-1,0.600000
City-C,461,mixed,0,1.320986,-0.976297,2,1.975549,SHOCK,171,0.500000
City-C,462,residential,0,1.338147,-0.988276,1,3.077427,,-1,0.220000
City-C,463,commercial,1,1.091632,-1.050131,2,2.070200,,-1,0.600000
City-C,464,mixed,7,1.163233,0.431861,0,0.176501,,-1,0.500000
City-C,465,commercial,3,0.927211,0.426855,1,4.467313,PV,136,0.600000
City-C,466,residential,3,2.203645,1.169958,2,4.481274,,-1,0.220000
City-C,467,commercial,2,0.973473,0.850048,1,5.766494,,-1,0.600000
City-C,468,commercial,3,1.569059,-0.482033,0,0.497907,,-1,0.600000
City-C,469,commercial,7,0.946565,0.217801,2,1.392632,,-1,0.600000
City-C,470,residential,0,0.909192,-0.533607,1,0.022364,,-1,0.220000
City-C,471,residential,1,1.120848,-0.743565,2,1.084284,,-1,0.220000
City-C,472,commercial,1,1.508383,-0.461150,2,6.223466,,-1,0.600000
City-C,473,commercial,1,0.598194,-0.209216,2,3.650295,,-1,0.600000
City-C,474,residential,3,1.191687,0.297603,0,5.318362,SHOCK,63,0.220000
City-C,475,residential,5,0.603008,0.431295,1,0.964242,,-1,0.220000
City-C,476,residential,0,1.036885,0.234281,1,4.192692,,-1,0.220000
City-C,477,residential,3,0.986716,-0.730027,2,4.524355,,-1,0.220000
City-C,478,commercial,6,0.656310,-0.782139,2,0.354920,SHOCK,84,0.600000
City-C,479,residential,3,0.809054,0.091730,0,2.106687,,-1,0.220000
City-C,480,commercial,0,0.686805,0.174025,2,3.315130,,-1,0.600000
City-C,481,commercial,4,1.133210,-0.801115,0,1.978985,PV,94,0.600000
City-C,482,residential,4,1.281555,1.325185,1,1.971860,,-1,0.220000
City-C,483,commercial,6,1.586250,1.240087,1,2.870592,SHOCK,306,0.600000
City-C,484,mixed,7,0.761137,0.421954,2,3.700183,,-1,0.500000
City-C,485,commercial,3,1.371138,0.795702,1,1.372058,,-1,0.600000
City-C,486,commercial,1,1.358084,-0.708450,0,4.644119,,-1,0.600000
City-C,487,commercial,7,0.697463,-0.625738,0,1.748131,SHOCK,209,0.600000
City-C,488,mixed,4,0.871711,-0.386184,2,0.889500,,-1,0.500000
City-C,489,mixed,4,0.740775,-0.763485,2,5.861638,,-1,0.500000
City-C,490,residential,4,1.292058,0.030169,2,0.847508,EV,218,0.220000
City-C,491,commercial,3,1.083926,-1.269742,1,0.999749,EV,114,0.600000
City-C,492,residential,4,1.066531,-1.199484,0,5.741417,,-1,0.220000
City-C,493,mixed,7,1.514073,0.609299,1,2.573956,,-1,0.500000
City-C,494,residential,7,0.960741,-0.774924,1,2.453889,,-1,0.220000
City-C,495,residential,4,0.871073,0.238241,2,5.555794,EV,199,0.220000
City-C,496,commercial,1,1.287618,-0.860529,1,3.375657,PV,111,0.600000
City-C,497,commercial,0,1.131755,-0.467874,0,0.683887,,-1,0.600000
City-C,498,commercial,2,1.019463,0.018807,1,0.766986,,-1,0.600000
City-C,499,residential,3,0.952421,-0.576354,1,5.924242,,-1,0.220000
City-C,500,residential,5,0.761022,0.296045,1,6.223289,,-1,0.220000
City-C,501,residential,7,1.666006,-0.706599,1,0.421136,,-1,0.220000
City-C,502,commercial,3,1.180665,-0.576436,2,4.308506,,-1,0.600000
City-C,503,residential,4,1.475238,-0.820635,2,0.296427,SHOCK,77,0.220000
City-C,504,commercial,5,0.926734,-1.339675,0,3.456805,,-1,0.600000
City-C,505,residential,7,1.206730,-0.129282,0,2.809549,PV,55,0.220000
City-C,506,residential,2,0.713107,-0.987239,0,3.170718,,-1,0.220000
City-C,507,residential,2,0.635529,-1.354934,1,5.825773,,-1,0.220000
City-C,508,residential,4,0.924590,-1.286056,1,2.083575,,-1,0.220000
City-C,509,residential,3,1.235748,0.092692,0,2.599297,,-1,0.220000
City-C,510,residential,2,0.597452,-0.004706,1,5.999949,,-1,0.220000
City-C,511,mixed,5,0.781895,1.060003,1,1.589004,,-1,0.500000
City-C,512,commercial,7,1.320846,-1.133088,1,1.758138,,-1,0.600000
City-C,513,residential,0,0.971408,-0.224754,1,1.679004,PV,203,0.220000
City-C,514,mixed,3,1.113062,-1.286392,0,5.024668,,-1,0.500000
City-C,515,residential,7,1.000894,0.092038,2,5.928767,,-1,0.220000
City-C,516,commercial,4,0.932321,0.621365,2,6.026116,,-1,0.600000
City-C,517,commercial,0,0.793745,0.615771,1,4.857871,EV,100,0.600000
City-C,518,commercial,6,1.372478,-0.485128,2,0.538528,EV,135,0.600000
City-C,519,residential,0,0.816365,1.357336,2,5.749029,,-1,0.220000
City-C,520,commercial,5,0.897227,0.545503,0,4.563859,SHOCK,159,0.600000
City-C,521,commercial,3,0.787746,0.003721,1,5.786036,EV,94,0.600000
City-C,522,residential,7,1.634068,0.304124,0,1.907428,,-1,0.220000
City-C,523,residential,7,0.673896,-1.107464,2,2.415191,,-1,0.220000
City-C,524,residential,2,1.418865,-0.378984,2,2.495777,,-1,0.220000
City-C,525,commercial,7,0.819359,-1.392585,2,0.550415,,-1,0.600000
City-C,526,commercial,2,2.030583,-1.177776,1,0.579363,,-1,0.600000
City-C,527,commercial,6,1.057733,0.700600,0,0.782284,PV,217,0.600000
City-C,528,residential,0,0.997028,-0.918443,2,5.915553,,-1,0.220000
City-C,529,commercial,5,0.866639,0.173012,1,3.817552,,-1,0.600000
City-C,530,commercial,4,0.898535,-0.225715,2,3.983104,,-1,0.600000
City-C,531,mixed,3,1.415831,-0.569655,2,5.881352,,-1,0.500000
City-C,532,commercial,4,1.149663,-0.001092,0,1.795932,,-1,0.600000
City-C,533,residential,0,0.978604,0.265194,2,2.450285,,-1,0.220000
City-C,534,residential,0,0.998230,-0.275537,1,3.112038,,-1,0.220000
City-C,535,mixed,0,0.840120,-0.207584,2,2.366440,,-1,0.500000
City-C,536,mixed,5,0.451344,0.121466,0,0.050987,,-1,0.500000
City-C,537,mixed,5,0.824121,1.282853,0,1.670795,EV,226,0.500000
City-C,538,residential,5,0.761931,-0.299872,0,1.099018,,-1,0.220000
City-C,539,commercial,0,0.689771,-0.407312,2,0.644258,,-1,0.600000
City-C,540,residential,3,1.095212,-0.510424,0,5.491968,,-1,0.220000
City-C,541,commercial,7,1.103349,0.796327,1,3.605722,,-1,0.600000
City-C,542,commercial,2,0.790829,0.437426,0,4.796102,,-1,0.600000
City-C,543,residential,2,1.323685,-0.893998,2,0.620886,,-1,0.220000
City-C,544,commercial,3,1.417720,-1.449934,1,4.861848,SHOCK,36,0.600000
City-C,545,commercial,3,1.142955,0.254604,2,5.478743,,-1,0.600000
City-C,546,commercial,2,0.658501,0.610787,2,2.414353,,-1,0.600000
City-C,547,commercial,6,0.843052,0.785936,0,5.527950,,-1,0.600000
City-C,548,residential,3,0.806802,-0.458377,0,5.164841,PV,199,0.220000
City-C,549,residential,1,1.121035,1.637049,1,0.258054,EV,129,0.220000
City-C,550,commercial,5,0.552384,0.092806,0,2.450641,,-1,0.600000
City-C,551,residential,1,0.742658,0.161149,0,0.658098,,-1,0.220000
City-C,552,residential,1,1.036586,0.470833,2,0.229175,PV,73,0.220000
City-C,553,mixed,1,0.538095,1.434901,1,5.366130,,-1,0.500000
City-C,554,residential,6,1.278288,0.197468,2,5.877324,,-1,0.220000
City-C,555,residential,4,0.828416,-0.835208,2,4.950543,,-1,0.220000
City-C,556,residential,4,0.600737,-0.213074,0,4.676417,,-1,0.220000
City-C,557,commercial,3,0.925535,0.710847,1,5.623465,,-1,0.600000
City-C,558,mixed,3,0.820560,-0.508019,0,5.771095,,-1,0.500000
City-C,559,commercial,0,0.889077,0.692104,1,4.674527,,-1,0.600000
City-C,560,commercial,0,0.489233,-0.804956,0,1.230374,,-1,0.600000
City-C,561,mixed,7,0.788404,0.994564,1,3.469582,,-1,0.500000
City-C,562,residential,7,1.467402,-0.642769,2,3.228745,,-1,0.220000
City-C,563,residential,7,1.566442,-0.728137,2,1.895201,,-1,0.220000
City-C,564,residential,1,0.883946,-1.564122,0,5.403141,,-1,0.220000
City-C,565,commercial,0,1.132009,0.858063,1,4.397485,,-1,0.600000
City-C,566,residential,7,0.884836,-0.094690,1,0.675755,,-1,0.220000
City-C,567,commercial,7,0.954978,0.112488,0,6.051869,EV,202,0.600000
City-C,568,residential,4,1.546362,0.275693,0,3.196750,,-1,0.220000
City-C,569,mixed,3,1.383902,0.018557,0,1.461195,,-1,0.500000
City-C,570,residential,6,0.926623,1.400977,1,0.477797,,-1,0.220000
City-C,571,residential,1,1.224001,0.959754,1,4.526782,,-1,0.220000
City-C,572,commercial,4,1.479517,0.719521,1,1.473018,,-1,0.600000
City-C,573,residential,4,0.793511,-0.469128,1,2.147096,,-1,0.220000
City-C,574,mixed,2,1.540286,-0.008487,0,1.242498,,-1,0.500000
City-C,575,residential,0,1.403424,0.397171,0,5.045586,,-1,0.220000
City-C,576,residential,7,0.740880,-0.333259,1,1.179358,PV,156,0.220000
City-C,577,commercial,5,1.493423,-0.728689,2,5.293531,,-1,0.600000
City-C,578,residential,7,0.579124,-0.033433,2,3.800100,,-1,0.220000
City-C,579,residential,0,0.892503,0.646802,2,1.979357,,-1,0.220000
City-C,580,commercial,2,0.870710,-0.530182,1,0.616198,,-1,0.600000
City-C,581,commercial,7,1.264996,-2.436842,0,1.360314,,-1,0.600000
City-C,582,commercial,0,1.509564,-0.603743,0,1.888124,,-1,0.600000
City-C,583,commercial,3,2.259913,1.046226,0,5.477259,,-1,0.600000
City-C,584,residential,3,0.372870,0.307186,2,5.133398,PV,132,0.220000
City-C,585,mixed,3,1.004843,0.823018,2,0.611497,SHOCK,52,0.500000
City-C,586,commercial,0,1.922716,0.346579,0,5.513234,EV,132,0.600000
City-C,587,residential,5,0.965512,-1.399175,0,3.807815,,-1,0.220000
City-C,588,residential,7,0.992271,-0.536700,1,1.427209,,-1,0.220000
City-C,589,mixed,4,1.399011,0.408317,2,5.400775,,-1,0.500000
City-C,590,commercial,4,0.584161,-0.900884,2,2.967880,,-1,0.600000
City-C,591,residential,3,1.481147,0.217793,2,3.134101,,-1,0.220000
City-C,592,commercial,7,0.904035,1.005195,2,6.000252,PV,159,0.600000
City-C,593,residential,2,0.769049,-0.877268,2,0.315419,,-1,0.220000
City-C,594,commercial,2,0.483971,-1.828425,0,2.787901,PV,41,0.600000
City-C,595,residential,5,1.614382,0.722388,1,5.138554,EV,183,0.220000
City-C,596,residential,0,0.929935,-0.471616,1,0.294662,PV,173,0.220000
City-C,597,commercial,5,1.287228,0.863289,1,3.789413,,-1,0.600000
City-C,598,residential,7,0.828748,-0.249049,1,2.687208,SHOCK,184,0.220000
City-C,599,commercial,7,1.955713,0.828686,0,3.686606,EV,142,0.600000
City-C,600,residential,5,1.215298,-0.870460,0,5.145965,,-1,0.220000
City-C,601,commercial,3,1.498843,0.176949,2,1.201209,,-1,0.600000
City-C,602,commercial,5,1.193406,-1.102152,0,3.323009,,-1,0.600000
City-C,603,residential,2,0.911436,0.273385,2,4.384793,EV,80,0.220000
City-C,604,residential,0,0.808236,-0.073751,1,3.810803,EV,226,0.220000
City-C,605,residential,2,0.728137,-0.441558,2,2.329409,,-1,0.220000
City-C,606,residential,2,1.119725,-0.879179,1,3.767942,SHOCK,213,0.220000
City-C,607,residential,3,1.400195,0.187694,0,2.099219,EV,120,0.220000
City-C,608,commercial,1,1.354287,-1.256210,1,3.486516,,-1,0.600000
City-C,609,residential,2,1.321032,-0.519602,1,5.183548,,-1,0.220000
City-C,610,residential,4,1.063392,-1.337895,0,5.558094,SHOCK,76,0.220000
City-C,611,mixed,1,0.971289,-0.427808,0,5.878381,EV,184,0.500000
City-C,612,residential,1,1.524215,0.867322,1,5.035525,,-1,0.220000
City-C,613,mixed,1,1.418372,0.902636,2,1.632688,EV,237,0.500000
City-C,614,commercial,0,0.771683,1.770823,0,2.362254,,-1,0.600000
City-C,615,commercial,7,0.858816,-0.324729,2,3.452676,EV,180,0.600000
City-C,616,mixed,4,1.422967,0.308187,0,1.836931,,-1,0.500000
City-C,617,residential,6,1.383319,1.302751,0,0.916635,,-1,0.220000
City-C,618,residential,7,1.320413,0.359532,0,0.571012,EV,169,0.220000
City-C,619,commercial,2,0.911660,0.430086,0,0.123490,,-1,0.600000
City-C,620,commercial,6,0.439823,-0.132558,0,6.028981,,-1,0.600000
City-C,621,commercial,4,1.363387,-0.319591,2,3.300773,SHOCK,174,0.600000
City-C,622,mixed,6,1.613220,0.376704,1,6.062763,,-1,0.500000
City-C,623,residential,2,1.459570,-1.048962,0,1.396793,,-1,0.220000
City-C,624,mixed,4,1.284849,0.481976,1,1.802159,,-1,0.500000
City-C,625,residential,0,0.846609,-0.180973,0,1.509742,,-1,0.220000
City-C,626,residential,7,1.590864,-0.743568,2,1.677395,,-1,0.220000
City-C,627,commercial,4,1.147843,-0.205278,0,5.331459,EV,154,0.600000
City-C,628,commercial,4,0.279312,-0.071002,0,0.073528,,-1,0.600000
City-C,629,commercial,5,0.936760,1.577400,1,6.134929,,-1,0.600000
City-C,630,residential,0,1.046770,0.368570,2,6.057679,,-1,0.220000
City-C,631,residential,0,0.987528,0.599359,1,2.946711,,-1,0.220000
City-C,632,commercial,6,0.656544,-0.855067,2,4.049747,,-1,0.600000
City-C,633,residential,0,0.710763,-0.136565,0,2.351992,,-1,0.220000
City-C,634,commercial,3,1.094054,0.186227,2,0.135217,,-1,0.600000
City-C,635,residential,5,1.539697,0.402754,1,3.978629,,-1,0.220000
City-C,636,commercial,6,0.799954,-0.408649,2,1.280808,,-1,0.600000
City-C,637,mixed,4,0.904494,-2.387157,2,3.483308,,-1,0.500000
City-C,638,commercial,1,1.290524,-0.337962,0,3.734130,,-1,0.600000
City-C,639,commercial,2,0.871165,0.306716,2,0.417788,,-1,0.600000
City-C,640,residential,4,2.043330,0.806749,1,5.748523,,-1,0.220000
City-C,641,residential,7,0.756395,-1.371188,1,3.666709,,-1,0.220000
City-C,642,residential,3,1.801730,-0.309973,1,6.023822,,-1,0.220000
City-C,643,mixed,3,0.765962,-0.641701,0,4.343836,,-1,0.500000
City-C,644,mixed,4,0.595411,0.289140,1,6.082309,,-1,0.500000
City-C,645,mixed,2,0.740869,0.492310,0,3.080254,PV,76,0.500000
City-C,646,residential,3,1.427567,-0.517785,0,4.409973,,-1,0.220000
City-C,647,commercial,1,0.561172,-1.334443,0,1.135817,,-1,0.600000
City-C,648,commercial,2,0.538810,2.076560,2,2.036795,,-1,0.600000
City-C,649,residential,2,0.796962,-0.515951,0,3.810665,SHOCK,224,0.220000
